respondent_id,age_group,gender,country,city,education_level,years_experience,domain_role,tech_primary,tech_secondary,salary_inr,employment_type,company_size,remote_work,job_satisfaction,work_life_balance,tools_used,languages_known,certification_count,projects_count,overtime_frequency,tenure_years,promotion_last_year,hours_per_week,industry,managers_count,team_size,performance_score,survey_year,comments
481,35-44,Other,India,Hyderabad,PhD,3,Data Scientist,R,Azure,795451,Intern,1-50,On-site,2,4,"R, TensorFlow","Scala, Java",4,6,Rarely,4.2,No,37,Consulting,1,25,4,2023,Satisfied
482,18-24,Other,India,Bengaluru,Diploma,8,Software Engineer,Python,Tableau,664544,Full-time,201-1000,Remote,3,3,"Excel, Power BI","Python, R, C++",4,14,Often,3.5,Yes,39,Healthcare,0,26,5,2022,Stressful
483,18-24,Other,India,Pune,PhD,6,Data Scientist,SQL,TensorFlow,1037176,Intern,201-1000,On-site,2,1,"AWS, SQL",SQL,3,15,Often,4.8,Yes,48,Consulting,2,30,4,2022,Looking to switch
484,35-44,Female,India,Bengaluru,Masters,7,Data Analyst,Python,Spark,601901,Freelance,1001-5000,Remote,1,2,"R, SQL, Tableau","Python, C++, Java, Scala",2,8,Rarely,5.2,Yes,45,Healthcare,1,2,2,2023,Learning a lot
485,35-44,Male,India,Chennai,PhD,6,BI Analyst,Python,AWS,786768,Full-time,51-200,On-site,1,5,R,"SQL, Java, C++, Scala",0,8,Often,3.4,No,43,Consulting,2,5,3,2023,Satisfied
486,35-44,Female,India,Bengaluru,PhD,7,Data Scientist,Python,None,986160,Full-time,1-50,Remote,1,2,Excel,"Python, SQL, C++",6,2,Never,0.2,Yes,53,Healthcare,4,3,2,2024,Learning a lot
487,18-24,Male,India,Delhi,Bachelors,9,Data Analyst,SQL,None,627862,Part-time,1-50,On-site,1,1,"None, Power BI, TensorFlow, Python",Java,2,6,Often,8.2,No,49,Consulting,1,16,3,2021,Looking to switch
488,18-24,Male,India,Hyderabad,Bachelors,8,Data Scientist,Excel,Spark,1144160,Part-time,1-50,On-site,1,2,"Tableau, Power BI","Java, C++",2,13,Always,6.4,Yes,43,Healthcare,2,24,2,2021,Learning a lot
489,25-34,Male,India,Bengaluru,Diploma,12,ML Engineer,Power BI,AWS,1666384,Full-time,5000+,Hybrid,1,4,None,R,4,11,Always,6.8,Yes,48,Healthcare,5,27,3,2024,Learning a lot
490,45-54,Female,India,Kolkata,PhD,5,BI Analyst,Excel,TensorFlow,794110,Part-time,51-200,On-site,2,1,"Spark, AWS, TensorFlow","Java, Scala, C++",3,4,Rarely,7.4,No,43,IT,1,26,3,2024,Stressful
491,18-24,Female,India,Kolkata,Bachelors,5,BI Analyst,SQL,TensorFlow,610260,Part-time,1-50,Remote,4,4,"R, Tableau","Python, Java",3,5,Sometimes,8.3,No,37,Finance,3,20,4,2024,Looking to switch
492,18-24,Female,India,Bengaluru,Diploma,7,Data Scientist,Excel,None,1058687,Freelance,51-200,Remote,5,4,"Spark, AWS",R,5,5,Sometimes,6.3,No,49,IT,4,5,5,2023,Learning a lot
493,25-34,Female,India,Pune,PhD,12,ML Engineer,Python,Tableau,1441588,Freelance,1001-5000,Remote,2,3,"Tableau, AWS","C++, R, Scala",5,6,Rarely,9.7,Yes,52,Education,4,8,2,2024,Satisfied
494,35-44,Other,India,Bengaluru,PhD,0,BI Analyst,SQL,TensorFlow,450000,Full-time,5000+,Hybrid,4,5,"SQL, AWS, Spark","R, SQL",2,1,Often,2.5,Yes,40,Healthcare,4,16,5,2022,Learning a lot
495,35-44,Other,India,Pune,Bachelors,7,ML Engineer,SQL,TensorFlow,1267578,Full-time,201-1000,On-site,1,2,"Power BI, Spark, TensorFlow",R,2,6,Rarely,3.0,Yes,50,Consulting,3,3,3,2024,Stressful
496,45-54,Other,India,Hyderabad,PhD,10,BI Analyst,Excel,Tableau,829270,Intern,201-1000,Remote,5,4,"Excel, TensorFlow, None","Python, Scala, C++",6,10,Always,4.8,Yes,40,Consulting,3,18,1,2024,Learning a lot
497,35-44,Other,India,Kolkata,Diploma,2,BI Analyst,Excel,AWS,564136,Full-time,5000+,Remote,2,4,SQL,"SQL, Python",4,5,Rarely,1.0,No,41,Healthcare,0,14,3,2021,Looking to switch
498,18-24,Other,India,Mumbai,PhD,8,BI Analyst,SQL,TensorFlow,656904,Part-time,1001-5000,Remote,1,3,"Power BI, Python",Python,5,7,Often,0.5,Yes,54,Finance,1,28,2,2023,Learning a lot
499,45-54,Male,India,Pune,Masters,12,BI Analyst,Power BI,Tableau,1216620,Intern,5000+,Remote,1,2,Power BI,"C++, Java",0,11,Never,5.9,No,46,Finance,3,7,2,2021,Satisfied
500,35-44,Other,India,Mumbai,Bachelors,4,ML Engineer,SQL,TensorFlow,997180,Freelance,51-200,Hybrid,3,4,None,"Java, Python, Scala",4,12,Rarely,1.9,Yes,42,IT,5,30,2,2022,Satisfied
501,25-34,Other,India,Kolkata,Masters,11,ML Engineer,Excel,Azure,1109193,Part-time,5000+,Hybrid,2,5,R,SQL,6,5,Sometimes,2.1,No,53,Healthcare,3,13,5,2022,Looking to switch
502,35-44,Other,India,Kolkata,Bachelors,8,BI Analyst,Python,TensorFlow,666232,Full-time,1-50,On-site,1,1,"Python, R, AWS","Scala, C++, SQL, Python",0,11,Rarely,6.5,No,53,Healthcare,0,9,4,2021,Learning a lot
503,35-44,Male,India,Chennai,PhD,1,Data Analyst,SQL,Tableau,461727,Full-time,1001-5000,Remote,1,1,Power BI,"C++, Scala, R, SQL",0,15,Never,7.3,Yes,36,IT,3,22,4,2021,Good place
504,45-54,Female,India,Hyderabad,Diploma,6,BI Analyst,R,Tableau,828186,Full-time,201-1000,On-site,3,4,"R, Python","SQL, Scala, Java",6,0,Never,8.7,No,47,Consulting,3,26,2,2021,Learning a lot
505,35-44,Female,India,Kolkata,PhD,1,ML Engineer,R,Spark,894462,Freelance,5000+,On-site,2,3,"Spark, Excel, None","Java, R, C++",1,15,Always,4.1,No,32,Education,2,29,2,2023,Learning a lot
506,25-34,Male,India,Chennai,Bachelors,7,BI Analyst,R,AWS,837821,Part-time,5000+,Remote,2,4,Spark,C++,4,1,Always,1.1,Yes,38,Education,5,6,2,2023,Looking to switch
507,35-44,Other,India,Mumbai,PhD,5,Data Analyst,SQL,TensorFlow,615055,Intern,1-50,Remote,4,2,"Python, Azure",Java,1,2,Sometimes,2.5,No,39,Finance,4,21,1,2022,Good place
508,35-44,Male,India,Hyderabad,Bachelors,0,Data Analyst,Python,Tableau,400000,Intern,1-50,Hybrid,3,4,TensorFlow,"R, Java, Scala",1,9,Often,6.2,No,50,Education,4,2,4,2021,Looking to switch
509,18-24,Female,India,Delhi,PhD,5,ML Engineer,Power BI,TensorFlow,982110,Intern,5000+,On-site,3,4,Spark,Java,6,2,Often,2.6,Yes,32,Finance,5,27,1,2024,Looking to switch
510,45-54,Male,India,Chennai,Masters,3,ML Engineer,R,None,998707,Part-time,5000+,Hybrid,1,1,"TensorFlow, Python","Python, C++, SQL, Java",2,12,Always,6.6,Yes,38,Education,0,23,5,2024,Stressful
511,25-34,Male,India,Chennai,Masters,4,BI Analyst,Power BI,Tableau,710040,Part-time,1-50,Remote,4,4,"Python, Spark","Java, Python",2,5,Rarely,3.5,No,37,Consulting,3,26,1,2021,Stressful
512,18-24,Female,India,Mumbai,Masters,2,Data Scientist,Power BI,Tableau,832852,Freelance,5000+,Remote,4,4,R,"C++, Java, Python, Scala",0,8,Sometimes,4.8,Yes,59,Finance,0,1,2,2021,Satisfied
513,25-34,Female,India,Delhi,Masters,10,Data Scientist,R,AWS,1213180,Full-time,51-200,On-site,4,1,Power BI,"SQL, R",1,12,Never,3.8,Yes,33,Education,5,9,5,2021,Learning a lot
514,25-34,Female,India,Kolkata,Bachelors,5,Data Scientist,SQL,None,955565,Intern,1001-5000,Remote,1,2,"Azure, None, SQL, Excel","C++, SQL",6,2,Often,5.2,Yes,48,Finance,1,21,4,2023,Stressful
515,18-24,Female,India,Bengaluru,Masters,6,ML Engineer,Power BI,Tableau,1045732,Freelance,1001-5000,Hybrid,5,2,"AWS, TensorFlow","Scala, SQL, C++, R",4,9,Often,7.8,No,49,IT,3,3,5,2021,Stressful
516,35-44,Female,India,Chennai,PhD,5,Data Analyst,Excel,AWS,675400,Freelance,201-1000,Hybrid,5,4,"TensorFlow, Azure, Excel, AWS","Python, Java, R",4,2,Sometimes,6.3,No,57,Healthcare,4,17,2,2023,Learning a lot
517,25-34,Female,India,Chennai,Bachelors,9,Data Scientist,Excel,TensorFlow,1278772,Intern,201-1000,Hybrid,5,4,"TensorFlow, Excel","SQL, R, C++",1,14,Always,5.2,Yes,53,Consulting,2,21,2,2022,Satisfied
518,45-54,Female,India,Hyderabad,PhD,2,ML Engineer,Power BI,None,925486,Intern,5000+,Hybrid,2,3,R,Java,6,12,Never,0.8,No,59,Retail,3,30,5,2023,Satisfied
519,25-34,Female,India,Bengaluru,PhD,6,Software Engineer,Power BI,TensorFlow,662498,Intern,1001-5000,Hybrid,3,1,"Excel, SQL","Python, Scala, C++",2,3,Always,5.4,Yes,55,IT,5,22,4,2022,Good place
520,18-24,Male,India,Chennai,Masters,0,Software Engineer,Excel,Azure,500000,Part-time,51-200,On-site,5,5,"Azure, Tableau, Power BI","Python, C++",4,10,Rarely,1.8,No,36,Education,4,1,2,2021,Satisfied
521,45-54,Male,India,Bengaluru,Bachelors,4,Software Engineer,Power BI,Spark,643444,Intern,5000+,Remote,2,2,"SQL, Python, Power BI","Java, C++, Scala",3,6,Rarely,1.1,Yes,43,Consulting,3,15,2,2024,Satisfied
522,35-44,Male,India,Delhi,PhD,0,BI Analyst,Power BI,TensorFlow,450000,Freelance,1-50,Hybrid,5,5,"AWS, TensorFlow, Power BI, Tableau","Scala, Python",4,12,Rarely,7.9,Yes,36,Healthcare,2,13,3,2022,Learning a lot
523,45-54,Male,India,Delhi,Bachelors,6,Data Scientist,Python,Azure,1100386,Full-time,1001-5000,On-site,3,3,"Python, AWS, Spark, TensorFlow","Python, Java, R, SQL",1,8,Sometimes,9.1,No,45,Finance,1,8,5,2022,Good place
524,18-24,Male,India,Bengaluru,Bachelors,5,BI Analyst,Python,TensorFlow,777840,Full-time,201-1000,Remote,5,3,"Excel, R, None, Spark","SQL, Scala, Java",2,5,Always,0.8,Yes,49,IT,4,21,2,2023,Satisfied
525,25-34,Male,India,Bengaluru,Bachelors,6,BI Analyst,R,None,600294,Full-time,1-50,Hybrid,2,5,AWS,"Scala, SQL, C++",4,5,Rarely,7.9,No,57,Finance,2,17,1,2021,Looking to switch
526,18-24,Female,India,Hyderabad,Bachelors,2,Data Scientist,SQL,TensorFlow,788128,Freelance,1001-5000,Remote,4,2,Power BI,"Scala, C++",6,1,Never,9.8,Yes,30,Healthcare,3,17,4,2024,Satisfied
527,45-54,Other,India,Mumbai,Masters,11,Software Engineer,R,TensorFlow,1237858,Intern,201-1000,On-site,4,2,"Excel, Python, Power BI, SQL","R, Python, Java",3,12,Sometimes,3.8,No,45,Finance,0,7,4,2022,Looking to switch
528,25-34,Other,India,Kolkata,Masters,12,Software Engineer,Power BI,Spark,851912,Full-time,51-200,Hybrid,3,4,"AWS, None, Tableau, Power BI","SQL, Java, Python, C++",1,3,Sometimes,3.8,No,44,Retail,5,28,4,2021,Satisfied
529,45-54,Male,India,Kolkata,PhD,5,ML Engineer,Python,AWS,1058610,Part-time,201-1000,On-site,2,1,Excel,"Python, Scala, SQL",5,11,Never,4.5,No,55,Education,3,12,5,2023,Learning a lot
530,18-24,Female,India,Kolkata,PhD,0,ML Engineer,Power BI,TensorFlow,850000,Full-time,51-200,Hybrid,3,4,"Excel, None, Power BI",C++,3,8,Often,2.3,Yes,39,IT,1,7,4,2022,Looking to switch
531,35-44,Male,India,Bengaluru,Diploma,6,Data Scientist,SQL,Tableau,924400,Intern,1-50,Remote,4,2,"SQL, None, AWS, Tableau","Java, R, C++",5,10,Always,1.6,No,55,Education,1,8,1,2024,Looking to switch
532,35-44,Female,India,Delhi,PhD,5,ML Engineer,Python,TensorFlow,1048415,Freelance,1-50,Remote,5,2,"Power BI, AWS","Python, C++",4,11,Often,7.5,No,48,Healthcare,2,3,2,2022,Satisfied
533,18-24,Female,India,Bengaluru,PhD,10,BI Analyst,Power BI,Azure,750950,Intern,1001-5000,Remote,3,3,R,"Java, Scala",3,6,Often,4.4,Yes,39,Finance,4,26,2,2023,Stressful
534,45-54,Male,India,Bengaluru,Diploma,5,Software Engineer,Python,None,602780,Part-time,5000+,Hybrid,4,1,"Python, None","SQL, Python, Scala, Java",6,11,Sometimes,6.7,Yes,31,Finance,2,11,1,2021,Satisfied
535,18-24,Male,India,Kolkata,Bachelors,0,Data Analyst,Power BI,Azure,400000,Freelance,5000+,Hybrid,5,5,TensorFlow,"SQL, Python, Java",4,8,Rarely,6.5,Yes,45,Education,1,23,3,2021,Looking to switch
536,25-34,Other,India,Mumbai,PhD,10,ML Engineer,Excel,TensorFlow,1250800,Freelance,1001-5000,Hybrid,2,3,"Power BI, None, AWS","Scala, SQL",0,2,Never,5.9,Yes,34,IT,3,5,2,2021,Learning a lot
537,35-44,Other,India,Hyderabad,PhD,11,ML Engineer,Power BI,Azure,1158385,Freelance,51-200,Hybrid,1,3,"Spark, Power BI","Python, Scala, C++",6,8,Often,1.9,No,44,Consulting,3,26,3,2024,Stressful
538,45-54,Other,India,Chennai,Bachelors,11,ML Engineer,Python,Spark,1250653,Intern,1-50,Hybrid,3,2,Excel,"C++, Scala",3,8,Rarely,7.2,No,31,IT,5,12,3,2023,Learning a lot
539,45-54,Other,India,Hyderabad,Bachelors,1,Data Analyst,SQL,AWS,464587,Freelance,5000+,Hybrid,5,5,"Spark, Python","Scala, C++, R, Java",6,14,Never,2.9,Yes,43,Education,5,26,1,2024,Looking to switch
540,25-34,Female,India,Kolkata,Bachelors,9,BI Analyst,Power BI,AWS,807111,Full-time,51-200,On-site,5,3,"R, Python, Azure, Power BI",SQL,6,14,Rarely,4.0,No,31,IT,2,18,5,2024,Good place
541,35-44,Other,India,Delhi,Diploma,11,Software Engineer,Power BI,TensorFlow,873846,Freelance,1-50,Remote,4,5,"Excel, Azure, Power BI",Scala,3,2,Sometimes,6.5,No,30,IT,1,30,3,2022,Learning a lot
542,25-34,Female,India,Hyderabad,Bachelors,6,ML Engineer,Excel,Tableau,1083550,Freelance,5000+,On-site,5,1,Excel,Python,1,2,Sometimes,9.7,Yes,54,Retail,2,4,5,2024,Satisfied
543,35-44,Male,India,Chennai,Diploma,7,Data Analyst,Excel,Spark,717940,Part-time,5000+,Hybrid,1,5,SQL,"SQL, R",1,6,Often,9.9,No,30,Healthcare,3,26,4,2021,Satisfied
544,25-34,Male,India,Pune,PhD,3,BI Analyst,R,None,647103,Full-time,51-200,On-site,4,5,"Spark, Tableau, TensorFlow, Power BI",Python,3,6,Never,5.8,Yes,51,Healthcare,5,11,4,2021,Learning a lot
545,25-34,Male,India,Pune,Diploma,1,BI Analyst,R,Spark,501026,Intern,5000+,On-site,3,1,None,"SQL, R, Java",2,1,Never,0.6,No,51,Finance,5,9,4,2022,Learning a lot
546,18-24,Other,India,Chennai,Diploma,6,ML Engineer,Power BI,AWS,1260436,Freelance,1001-5000,Remote,1,3,"Excel, SQL, None",R,0,3,Sometimes,7.7,No,58,IT,1,19,2,2021,Stressful
547,35-44,Other,India,Kolkata,Diploma,4,Data Analyst,R,TensorFlow,661004,Freelance,5000+,On-site,3,1,"Python, R, Spark, SQL","R, Python, SQL",0,3,Always,0.1,No,31,Retail,2,13,5,2021,Learning a lot
548,25-34,Male,India,Chennai,Bachelors,9,Data Scientist,SQL,None,1215610,Full-time,1-50,Hybrid,2,2,"None, Azure","Java, Python",5,8,Always,8.0,Yes,45,Education,1,2,4,2022,Satisfied
549,35-44,Female,India,Hyderabad,PhD,3,BI Analyst,R,Azure,623703,Freelance,201-1000,Remote,5,1,"R, TensorFlow, AWS, Python",Java,4,6,Sometimes,6.9,Yes,56,Consulting,4,4,2,2022,Good place
550,18-24,Other,India,Bengaluru,PhD,3,Data Scientist,SQL,Spark,814369,Full-time,5000+,Remote,2,1,Spark,R,1,14,Rarely,1.6,Yes,57,Healthcare,2,14,4,2023,Looking to switch
551,25-34,Male,India,Mumbai,Masters,10,Data Scientist,SQL,None,1334040,Part-time,1001-5000,Hybrid,3,4,R,Java,3,5,Never,7.8,Yes,53,Retail,4,10,2,2024,Good place
552,35-44,Female,India,Hyderabad,PhD,2,ML Engineer,Python,Azure,989958,Full-time,5000+,Hybrid,3,3,"AWS, Power BI","Java, Scala, R",1,15,Rarely,4.4,Yes,30,Finance,5,16,4,2022,Satisfied
553,25-34,Male,India,Chennai,Masters,10,Software Engineer,R,AWS,1152130,Full-time,201-1000,On-site,5,3,"Python, SQL, TensorFlow, Power BI","R, SQL, C++",5,15,Always,0.1,Yes,40,Consulting,4,14,5,2023,Good place
554,25-34,Male,India,Delhi,Masters,3,BI Analyst,Power BI,AWS,646842,Freelance,5000+,Remote,4,5,"SQL, Spark, AWS","SQL, R",0,10,Sometimes,4.8,Yes,47,Healthcare,3,8,4,2021,Good place
555,25-34,Male,India,Mumbai,Diploma,9,Data Analyst,SQL,Azure,823216,Full-time,1-50,On-site,5,4,"Power BI, None","R, Python",0,8,Never,9.2,No,33,Healthcare,5,19,4,2022,Good place
556,18-24,Male,India,Kolkata,Masters,3,ML Engineer,R,TensorFlow,1056751,Part-time,1-50,Hybrid,3,5,"None, Python","SQL, Java, R, Python",0,7,Always,2.8,No,52,Healthcare,2,25,4,2022,Good place
557,18-24,Other,India,Chennai,Bachelors,10,Data Analyst,SQL,Spark,753490,Full-time,51-200,Remote,2,2,"R, AWS",Scala,3,7,Always,1.4,Yes,53,Consulting,1,12,3,2024,Stressful
558,45-54,Female,India,Bengaluru,Bachelors,2,Data Analyst,Excel,Tableau,509864,Part-time,1001-5000,Remote,1,2,"SQL, Excel","Python, Java, SQL, R",6,5,Sometimes,7.2,No,58,Retail,1,27,5,2022,Looking to switch
559,45-54,Female,India,Chennai,Masters,2,BI Analyst,R,Spark,586130,Full-time,51-200,Hybrid,3,4,"SQL, TensorFlow, None, Excel",SQL,5,3,Always,4.8,Yes,31,Education,1,18,2,2022,Stressful
560,18-24,Male,India,Pune,Diploma,8,Data Analyst,Excel,TensorFlow,841832,Full-time,201-1000,Hybrid,3,5,"Excel, Python","Java, SQL, C++, Python",5,2,Always,1.6,No,32,Retail,5,21,5,2021,Learning a lot
561,35-44,Female,India,Bengaluru,Diploma,2,BI Analyst,Python,Tableau,577146,Full-time,1-50,Remote,3,2,SQL,"Java, Python",3,11,Never,7.9,Yes,53,Finance,2,11,4,2021,Satisfied
562,35-44,Female,India,Hyderabad,Diploma,12,ML Engineer,R,Spark,1562128,Intern,201-1000,Hybrid,5,1,"Excel, R",R,3,15,Never,5.1,No,30,IT,4,2,1,2023,Stressful
563,35-44,Male,India,Chennai,Masters,5,BI Analyst,R,Spark,682770,Intern,5000+,Remote,2,4,"R, Azure","R, Scala",5,1,Sometimes,3.2,Yes,55,Education,3,24,1,2021,Looking to switch
564,25-34,Male,India,Mumbai,PhD,6,Data Analyst,R,AWS,526678,Part-time,51-200,Remote,1,3,SQL,"R, C++, Python, Scala",4,0,Sometimes,6.3,No,60,Consulting,1,18,4,2024,Stressful
565,45-54,Other,India,Kolkata,Bachelors,3,Software Engineer,R,None,572615,Intern,201-1000,Remote,2,1,"Spark, TensorFlow","Scala, SQL, R",3,9,Rarely,0.3,No,54,Consulting,1,12,5,2024,Stressful
566,35-44,Male,India,Mumbai,Diploma,4,Data Analyst,Power BI,AWS,645576,Intern,51-200,Hybrid,3,3,Excel,"SQL, R, C++, Java",5,5,Sometimes,2.0,Yes,51,IT,3,13,3,2024,Learning a lot
567,18-24,Male,India,Delhi,Diploma,8,ML Engineer,Excel,Spark,1301544,Part-time,201-1000,Hybrid,2,4,None,"Python, R, Scala",6,9,Rarely,2.1,Yes,36,Healthcare,1,27,5,2023,Satisfied
568,18-24,Female,India,Delhi,Bachelors,11,ML Engineer,SQL,Tableau,1134922,Full-time,5000+,Hybrid,5,4,Azure,C++,1,7,Always,1.0,Yes,45,Finance,1,13,3,2022,Good place
569,18-24,Male,India,Kolkata,PhD,0,BI Analyst,Excel,Azure,450000,Intern,5000+,Hybrid,5,5,Python,"SQL, Python",6,0,Always,1.2,No,33,Education,1,27,5,2021,Stressful
570,45-54,Other,India,Delhi,PhD,5,BI Analyst,Excel,None,642945,Full-time,1001-5000,Remote,5,2,"Tableau, TensorFlow, None, Excel",Python,2,2,Never,8.7,No,33,Education,2,8,2,2024,Satisfied
571,18-24,Other,India,Hyderabad,PhD,5,BI Analyst,SQL,Spark,786895,Part-time,51-200,On-site,5,5,"SQL, Power BI","R, Scala, C++, SQL",0,2,Sometimes,9.3,No,34,Education,4,14,1,2023,Good place
572,45-54,Female,India,Mumbai,PhD,3,ML Engineer,Python,TensorFlow,1046383,Full-time,1-50,On-site,2,4,Python,"Python, C++",1,11,Often,4.0,Yes,56,IT,3,5,4,2021,Learning a lot
573,25-34,Male,India,Chennai,Masters,1,Data Scientist,Excel,Tableau,748166,Part-time,1001-5000,On-site,1,4,"Spark, Azure, Excel, Power BI","R, Python, C++",1,9,Always,0.1,No,54,Finance,2,10,2,2024,Satisfied
574,45-54,Male,India,Hyderabad,Bachelors,2,Software Engineer,Excel,TensorFlow,634876,Full-time,1-50,Remote,3,4,TensorFlow,C++,2,2,Sometimes,2.9,Yes,59,IT,5,15,3,2022,Looking to switch
575,45-54,Other,India,Pune,PhD,11,Software Engineer,Excel,TensorFlow,1182627,Intern,1-50,On-site,3,2,"TensorFlow, Spark, Power BI","R, C++",0,9,Never,7.7,No,48,Education,1,6,2,2021,Stressful
576,25-34,Female,India,Mumbai,Diploma,4,Data Scientist,Power BI,TensorFlow,963416,Full-time,5000+,Hybrid,2,4,AWS,"Python, Java, SQL, R",1,9,Always,9.4,Yes,46,Education,1,11,5,2023,Stressful
577,18-24,Female,India,Kolkata,Diploma,2,Software Engineer,Excel,Azure,626976,Full-time,51-200,On-site,5,5,"Tableau, Python, Azure, Excel","C++, R, SQL, Java",5,8,Never,7.9,No,48,Retail,2,14,1,2022,Good place
578,45-54,Male,India,Delhi,Bachelors,7,Software Engineer,SQL,TensorFlow,783906,Freelance,1-50,Hybrid,2,3,"Azure, Excel, Power BI, R","Scala, Python, C++",6,5,Often,7.5,Yes,30,Consulting,4,14,5,2024,Looking to switch
579,18-24,Female,India,Pune,Bachelors,0,Data Analyst,Python,Tableau,400000,Part-time,5000+,Hybrid,1,1,Spark,C++,5,8,Never,3.0,Yes,57,Consulting,2,2,4,2024,Stressful
580,45-54,Other,India,Mumbai,Bachelors,3,Software Engineer,Python,None,632420,Part-time,201-1000,Hybrid,1,4,"AWS, TensorFlow, R, Spark","Python, Java",1,12,Often,6.7,Yes,41,IT,4,26,1,2024,Looking to switch
581,25-34,Other,India,Delhi,Diploma,0,BI Analyst,Excel,Tableau,450000,Freelance,1-50,Remote,2,2,"Power BI, SQL, Excel, Tableau","Scala, SQL, C++",2,12,Never,4.7,Yes,44,IT,1,28,2,2021,Good place
582,18-24,Female,India,Bengaluru,Bachelors,2,Software Engineer,Power BI,Spark,607278,Freelance,51-200,Hybrid,4,5,"Spark, SQL, Power BI","Java, Python",5,9,Sometimes,2.7,Yes,53,Finance,4,11,1,2022,Looking to switch
583,18-24,Male,India,Mumbai,Masters,8,ML Engineer,Excel,Tableau,1133992,Intern,51-200,On-site,3,1,"AWS, Azure, SQL, Excel","Scala, Java, SQL, Python",0,0,Rarely,6.4,No,58,Education,4,27,2,2021,Stressful
584,45-54,Male,India,Pune,Masters,8,ML Engineer,Power BI,None,1370064,Intern,51-200,Hybrid,2,5,"SQL, Azure","C++, R",3,0,Sometimes,2.4,No,60,Consulting,0,16,5,2024,Looking to switch
585,45-54,Other,India,Bengaluru,PhD,7,Data Analyst,Power BI,Spark,725829,Part-time,1-50,Hybrid,1,4,"SQL, Excel","SQL, R",2,5,Never,9.9,No,30,Healthcare,4,15,1,2023,Looking to switch
586,18-24,Other,India,Delhi,Bachelors,2,Software Engineer,Python,TensorFlow,558184,Freelance,5000+,Hybrid,4,5,Azure,"SQL, Java, R",6,0,Rarely,1.4,Yes,57,Healthcare,0,20,2,2024,Satisfied
587,35-44,Other,India,Hyderabad,Masters,8,ML Engineer,R,AWS,1395568,Full-time,1-50,Hybrid,3,4,"Python, AWS, SQL, Tableau","SQL, C++",3,14,Often,4.8,Yes,30,Education,3,9,4,2021,Satisfied
588,45-54,Female,India,Pune,PhD,11,Data Analyst,Power BI,TensorFlow,728064,Intern,5000+,Hybrid,2,2,"Azure, TensorFlow, Power BI","Scala, Python, R, Java",4,0,Often,6.5,Yes,41,IT,5,9,1,2023,Looking to switch
589,35-44,Other,India,Mumbai,Diploma,11,BI Analyst,Python,None,759980,Part-time,201-1000,On-site,2,3,"R, None, Excel","Java, C++, Scala, Python",1,11,Always,3.0,Yes,50,Finance,5,18,5,2023,Looking to switch
590,18-24,Female,India,Mumbai,Bachelors,3,Data Scientist,Excel,Tableau,894571,Freelance,51-200,On-site,3,4,"Tableau, Spark","C++, SQL",3,7,Rarely,3.5,No,33,Finance,4,4,5,2024,Learning a lot
591,45-54,Other,India,Chennai,PhD,0,ML Engineer,R,AWS,850000,Freelance,1001-5000,On-site,3,3,"Python, Power BI","Scala, C++, Python",5,2,Never,9.1,No,35,IT,1,17,3,2022,Learning a lot
592,35-44,Male,India,Mumbai,Masters,1,Data Analyst,Python,AWS,439244,Intern,1-50,Hybrid,3,2,Power BI,"R, C++",1,13,Often,7.3,Yes,37,Retail,3,28,3,2021,Good place
593,25-34,Other,India,Kolkata,Diploma,4,Software Engineer,Excel,Tableau,589224,Freelance,51-200,Hybrid,4,5,TensorFlow,"C++, Python, SQL, Java",0,8,Sometimes,1.4,No,42,Finance,1,30,3,2024,Looking to switch
594,45-54,Female,India,Pune,PhD,5,Data Analyst,Excel,AWS,554915,Part-time,1001-5000,On-site,3,5,"None, R, Azure","Scala, C++, Java",2,10,Always,3.0,Yes,39,Education,0,3,4,2023,Good place
595,18-24,Male,India,Hyderabad,Masters,0,Data Scientist,Excel,None,700000,Part-time,1-50,Remote,2,1,"Tableau, SQL, Power BI",R,2,15,Never,5.3,No,47,Consulting,1,22,1,2023,Learning a lot
596,45-54,Female,India,Pune,PhD,8,ML Engineer,SQL,Azure,1371944,Part-time,1001-5000,Hybrid,4,3,"Excel, Python, None, Tableau","R, Scala",1,2,Always,2.3,Yes,52,Education,0,24,2,2022,Good place
597,25-34,Other,India,Bengaluru,Masters,3,Data Scientist,R,Tableau,771595,Intern,1-50,Remote,5,2,"R, AWS, Excel, Power BI","R, Python, SQL, Java",3,2,Often,1.9,Yes,58,Healthcare,3,15,3,2023,Learning a lot
598,35-44,Female,India,Hyderabad,PhD,10,Software Engineer,SQL,TensorFlow,721420,Freelance,51-200,On-site,1,5,"Spark, Azure, Power BI, SQL","Python, C++, SQL, R",3,3,Often,1.8,No,51,Finance,1,15,2,2022,Good place
599,25-34,Male,India,Pune,Bachelors,2,ML Engineer,Power BI,Spark,903212,Intern,201-1000,On-site,5,1,"Power BI, Azure, TensorFlow","SQL, Scala",2,11,Rarely,7.9,Yes,40,Education,2,9,4,2021,Looking to switch
600,45-54,Male,India,Hyderabad,PhD,11,BI Analyst,Excel,Spark,684091,Freelance,201-1000,Hybrid,5,4,Excel,"C++, Scala, Java, Python",1,5,Often,0.8,Yes,40,Finance,5,29,5,2024,Satisfied
